Sample_ID,Sample_Name,Sample_Type,Sample_Desc,Pub_Issue,Pub_Issue1,Pub_Issue2,Pub_Issue3,Pub_Issue4,Pub_Issue5,WGS84_Lat,WGS84_Long,WGS84_Elev,Coord_Confidence,BCGS_Grid,Ag_AAS_ppm,As_AAS_ppm,Au_AAS_ppb,Co_AAS_ppm,Ge_AAS_ppm,Hg_AAS_ppb,Hg1_AAS_ppb,Mo_AAS_ppm,Ni_AAS_ppm,Sb_AAS_ppm,Se_AAS_ppm,Te_AAS_ppm,Zn_AAS_ppm,Ag_AIP_ppb,Al_AIP_%,As_AIP_ppm,Au_AIP_ppb,B_AIP_ppm,Ba_AIP_ppm,Be_AIP_ppm,Bi_AIP_ppm,Ca_AIP_%,Cd_AIP_ppm,Ce_AIP_ppm,Co_AIP_ppm,Cr_AIP_ppm,Cs_AIP_ppm,Cu_AIP_ppm,Fe_AIP_%,Ga_AIP_ppm,Ge_AIP_ppm,Hf_AIP_ppm,Hg_AIP_ppb,In_AIP_ppm,K_AIP_%,La_AIP_ppm,Li_AIP_ppm,Mg_AIP_%,Mn_AIP_ppm,Mo_AIP_ppm,Na_AIP_%,Nb_AIP_ppm,Ni_AIP_ppm,P_AIP_%,Pb_AIP_ppm,Pd_AIP_ppb,Pt_AIP_ppb,Rb_AIP_ppm,Re_AIP_ppb,S(T)_AIP_%,Sb_AIP_ppm,Sc_AIP_ppm,Se_AIP_ppm,Sn_AIP_ppm,Sr_AIP_ppm,Ta_AIP_ppm,Te_AIP_ppm,Th_AIP_ppm,Ti_AIP_ppm,Tl_AIP_ppm,U_AIP_ppm,V_AIP_ppm,W_AIP_ppm,Y_AIP_ppm,Zn_AIP_ppm,Zr_AIP_ppm,Ag_FA_ppm,Au_FA_ppb,Au1_FA_ppb,Au2_FA_ppb,Au3_FA_ppb,Ir_FA_ppb,Ir1_FA_ppb,Os_FA_ppb,Os1_FA_ppb,Pd_FA_ppb,Pd1_FA_ppb,Pd2_FA_ppb,Pd3_FA_ppb,Pt_FA_ppb,Pt1_FA_ppb,Pt2_FA_ppb,Pt3_FA_ppb,Rh_FA_ppb,Rh1_FA_ppb,Ru_FA_ppb,Ru1_FA_ppb,H2O+_GRV_%,H2O+1_GRV_%,H2O-_GRV_%,LOI_GRV_%,LOI1_GRV_%,Weight_GRV_g,Ag_INA_ppm,As_INA_ppm,Au_INA_ppb,B_INA_ppm,Ba_INA_ppm,Bi_INA_ppm,Br_INA_ppm,Ca_INA_%,Ce_INA_ppm,Co_INA_ppm,Cr_INA_ppm,Cs_INA_ppm,Cu_INA_ppm,Dy_INA_ppm,Er_INA_ppm,Eu_INA_ppm,Fe_INA_%,Gd_INA_ppm,Hf_INA_ppm,Hg_INA_ppm,Ho_INA_ppm,Ir_INA_ppb,La_INA_ppm,Li_INA_ppm,Lu_INA_ppm,Mo_INA_ppm,Na_INA_%,Nb_INA_ppm,Nd_INA_ppm,Ni_INA_ppm,Os_INA_ppb,Pb_INA_ppm,Pd_INA_ppb,Pr_INA_ppm,Pt_INA_ppb,Rb_INA_ppm,Re_INA_ppb,Rh_INA_ppb,Ru_INA_ppb,Sb_INA_ppm,Sc_INA_ppm,Se_INA_ppm,Sm_INA_ppm,Sn_INA_%,Sr_INA_%,Ta_INA_ppm,Tb_INA_ppm,Th_INA_ppm,Ti_INA_ppm,Tl_INA_ppm,Tm_INA_ppm,U_INA_ppm,V_INA_ppm,W_INA_ppm,Weight_INA_g,Y_INA_ppm,Yb_INA_ppm,Zn_INA_ppm,Zr_INA_ppm,CaF2_ISE_%,Cl_ISE_%,F_ISE_ppm,C(T)_LE_%,C(org)_LE_%,CO2_LE_%,H2O(T)_LE_%,H2O+_LE_%,S(T)_LE_%,S(T)1_LE_%,Ag_LIP_ppm,Al_LIP_%,Al2O3_LIP_%,As_LIP_ppm,Ba_LIP_ppm,Ba1_LIP_ppm,BaO_LIP_%,Be_LIP_ppm,Bi_LIP_ppm,CaO_LIP_%,CaO1_LIP_%,Cd_LIP_ppm,Ce_LIP_ppm,Co_LIP_ppm,Cr_LIP_ppm,Cr2O3_LIP_%,Cs_LIP_ppm,Cu_LIP_ppm,Dy_LIP_ppm,Er_LIP_ppm,Eu_LIP_ppm,Fe2O3(T)_LIP_%,Ga_LIP_ppm,Gd_LIP_ppm,Ge_LIP_ppm,Hf_LIP_ppm,Hg_LIP_ppb,Ho_LIP_ppm,In_LIP_ppm,K2O_LIP_%,K2O1_LIP_%,La_LIP_ppm,Lu_LIP_ppm,MgO_LIP_%,MgO1_LIP_%,MnO_LIP_%,Mo_LIP_ppm,Na2O_LIP_%,Na2O1_LIP_%,Nb_LIP_ppm,Nb1_LIP_ppm,Nd_LIP_ppm,Ni_LIP_ppm,Ni1_LIP_ppm,P2O5_LIP_%,Pb_LIP_ppm,Pr_LIP_ppm,Rb_LIP_ppm,Sb_LIP_ppm,Sc_LIP_ppm,Sc1_LIP_ppm,SiO2_LIP_%,SiO21_LIP_%,Sm_LIP_ppm,Sn_LIP_ppm,Sr_LIP_ppm,Sr1_LIP_ppm,Ta_LIP_ppm,Tb_LIP_ppm,Te_LIP_ppm,Th_LIP_ppm,Ti_LIP_ppm,TiO2_LIP_%,Tl_LIP_ppm,Tm_LIP_ppm,Total_LIP_%,U_LIP_ppm,V_LIP_ppm,W_LIP_ppm,Y_LIP_ppm,Y1_LIP_ppm,Yb_LIP_ppm,Zn_LIP_ppm,Zr_LIP_ppm,Zr1_LIP_ppm,Ag_MAS_ppm,Ag1_MAS_ppm,Al2O3_MAS_%,As_MAS_ppm,As1_MAS_ppm,Ba_MAS_ppm,Bi_MAS_ppm,Bi1_MAS_ppm,Ca_MAS_%,CaO_MAS_%,Cd_MAS_ppm,Co_MAS_ppm,Co1_MAS_ppm,Cr_MAS_ppm,Cs_MAS_ppm,Cu_MAS_ppm,Cu1_MAS_ppm,Eu_MAS_ppm,Fe_MAS_%,Fe2O3(T)_MAS_%,K_MAS_%,K2O_MAS_%,Li_MAS_ppm,Lu_MAS_ppm,Mg_MAS_%,MgO_MAS_%,Mn_MAS_ppm,MnO_MAS_%,Mo_MAS_ppm,Na_MAS_%,Na2O_MAS_%,Nb_MAS_ppm,Ni_MAS_ppm,Ni1_MAS_ppm,Pb_MAS_ppm,Pb1_MAS_ppm,Rb_MAS_ppm,Sb_MAS_ppm,Sb1_MAS_ppm,Sc_MAS_ppm,Se_MAS_ppm,SiO2_MAS_%,Sm_MAS_ppm,Sn_MAS_ppm,Sr_MAS_ppm,Ta_MAS_ppm,Tb_MAS_ppm,Te_MAS_ppm,Th_MAS_ppm,TiO2_MAS_%,Total_MAS_%,U_MAS_ppm,Y_MAS_ppm,Yb_MAS_ppm,Zn_MAS_ppm,Zn1_MAS_ppm,Zr_MAS_ppm,Ag_MIP_ppm,Al_MIP_%,As_MIP_ppm,Au_MIP_ppm,B_MIP_ppm,Ba_MIP_ppm,Be_MIP_ppm,Bi_MIP_ppm,Ca_MIP_%,Cd_MIP_ppm,Ce_MIP_ppm,Co_MIP_ppm,Cr_MIP_ppm,Cs_MIP_ppm,Cu_MIP_ppm,Dy_MIP_ppm,Er_MIP_ppm,Eu_MIP_ppm,Fe_MIP_%,Ga_MIP_ppm,Gd_MIP_ppm,Hf_MIP_ppm,Ho_MIP_ppm,In_MIP_ppm,K_MIP_%,La_MIP_ppm,Li_MIP_ppm,Lu_MIP_ppm,Mg_MIP_%,Mn_MIP_ppm,Mo_MIP_ppm,Na_MIP_%,Nb_MIP_ppm,Nd_MIP_ppm,Ni_MIP_ppm,P_MIP_%,Pb_MIP_ppm,Pr_MIP_ppm,Rb_MIP_ppm,Re_MIP_ppb,S(T)_MIP_%,Sb_MIP_ppm,Sc_MIP_ppm,Se_MIP_ppm,Sm_MIP_ppm,Sn_MIP_ppm,Sr_MIP_ppm,Ta_MIP_ppm,Tb_MIP_ppm,Te_MIP_ppm,Th_MIP_ppm,Ti_MIP_ppm,Tl_MIP_ppm,Tm_MIP_ppm,U_MIP_ppm,V_MIP_ppm,W_MIP_ppm,Y_MIP_ppm,Yb_MIP_ppm,Zn_MIP_ppm,Zr_MIP_ppm,B_SIP_ppm,Ba_SIP_ppm,Be_SIP_ppm,Bi_SIP_ppm,Ce_SIP_ppm,Cl_SIP_%,Cs_SIP_ppm,Dy_SIP_ppm,Er_SIP_ppm,Eu_SIP_ppm,Gd_SIP_ppm,Hf_SIP_ppm,Ho_SIP_ppm,La_SIP_ppm,Li_SIP_ppm,Lu_SIP_ppm,Mo_SIP_ppm,Nb_SIP_ppm,Nd_SIP_ppm,Pb_SIP_ppm,Pr_SIP_ppm,Rb_SIP_ppm,Sc_SIP_ppm,Sm_SIP_ppm,Sr_SIP_ppm,Ta_SIP_ppm,Tb_SIP_ppm,Th_SIP_ppm,Tl_SIP_ppm,Tm_SIP_ppm,U_SIP_ppm,V_SIP_ppm,Y_SIP_ppm,Yb_SIP_ppm,Zr_SIP_ppm,Ba_SP_ppm,FeO_TIT_%,Al2O3_XRF_%,Al2O31_XRF_%,As_XRF_ppm,Ba_XRF_ppm,Ba1_XRF_ppm,BaO_XRF_%,Bi_XRF_ppm,CaO_XRF_%,CaO1_XRF_%,Ce_XRF_ppm,Cl_XRF_%,Co_XRF_ppm,Cr_XRF_ppm,Cr1_XRF_ppm,Cr2O3_XRF_%,Cs_XRF_ppm,Cu_XRF_ppm,Fe2O3(T)_XRF_%,Fe2O3(T)1_XRF_%,Ga_XRF_ppm,Hf_XRF_ppm,K2O_XRF_%,K2O1_XRF_%,La_XRF_ppm,MgO_XRF_%,MgO1_XRF_%,MnO_XRF_%,MnO1_XRF_%,Mo_XRF_ppm,Na2O_XRF_%,Na2O1_XRF_%,Nb_XRF_ppm,Nd_XRF_ppm,Ni_XRF_ppm,P2O5_XRF_%,P2O51_XRF_%,Pb_XRF_ppm,Rb_XRF_ppm,Rb1_XRF_ppm,SO3_XRF_%,SO31_XRF_%,Sc_XRF_ppm,SiO2_XRF_%,SiO21_XRF_%,Sn_XRF_ppm,Sr_XRF_ppm,Sr1_XRF_ppm,Ta_XRF_ppm,Th_XRF_ppm,Th1_XRF_ppm,Ti_XRF_ppm,TiO2_XRF_%,TiO21_XRF_%,Total_XRF_%,Total1_XRF_%,U_XRF_ppm,U1_XRF_ppm,V_XRF_ppm,W_XRF_ppm,Y_XRF_ppm,Y1_XRF_ppm,Yb_XRF_ppm,Zn_XRF_ppm,Zr_XRF_ppm,Zr1_XRF_ppm
10812,JLO13-11-10,surface,na,GF2014-02,P2014-01-03,,,,,49.6326387,-120.5613847,,H,92H.068,,,,,,,,,,,,,,177,2.19,3.6,6.8,-20,20.6,0.1,0.14,0.19,0.03,4.7,3.2,32.4,0.1,2.88,3.99,9.1,-0.1,0.04,36,0.03,0.13,1.8,3.7,1.7,990,4.09,0.068,-0.02,1,0.105,1.15,-10,-2,2.1,1,1.23,0.05,10.5,0.2,0.2,4.3,-0.05,0.38,0.3,70,-0.02,-0.1,17,-0.1,3.49,103.9,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,8.3,-2,,-50,,-0.5,-1,16,-1,62,-1,,,,1.5,3.67,,3,-1,,-5,6.5,,0.22,12,2.8,,-5,-20,,,,,,-15,,,,0.3,16.7,-3,3.8,-0.02,-0.05,-0.5,-0.5,1.3,,,,-0.5,,-1,29.5,,3.9,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10813,JLO13-11-11,surface,na,GF2014-02,P2014-01-03,,,,,49.63019608,-120.5611605,,H,92H.068,,,,,,,,,,,,,,77,1.45,5,0.7,-20,78.4,0.2,0.24,0.12,0.04,5.3,10.8,41.2,0.15,52.24,4.08,5.8,-0.1,0.04,22,-0.02,0.17,2.1,5.7,1.18,141,7.57,0.044,-0.02,1.9,0.075,1.75,-10,-2,3.4,31,2.36,0.05,5,1.1,-0.1,9.2,-0.05,1.57,0.3,20,-0.02,-0.1,16,-0.1,3.18,16.9,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,5.9,-2,,280,,-0.5,1,15,10,81,-1,,,,0.7,3.54,,2,-1,,-5,5.9,,0.15,5,2.05,,6,-20,,,,,,-15,,,,0.4,12.8,-3,3,-0.02,-0.05,-0.5,-0.5,0.7,,,,-0.5,,-1,35.3,,3.3,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10814,JLO13-12-9,surface,na,GF2014-02,P2014-01-03,,,,,49.68783473,-120.5723779,,H,92H.068,,,,,,,,,,,,,,51,3.34,5.3,1.8,-20,16.6,-0.1,0.26,0.19,0.01,1.4,56.5,86.2,0.03,26.28,10.94,9.5,0.2,0.23,-5,0.07,-0.01,-0.5,2.8,2.33,2993,0.65,0.015,-0.02,18.3,0.024,0.68,-10,5,-0.1,16,4.16,-0.02,18.4,2.2,0.7,4.6,-0.05,2.75,-0.1,2190,-0.02,-0.1,219,-0.1,2.21,138.5,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,7.2,-2,,-50,,-0.5,-1,-3,48,132,-1,,,,0.3,10.6,,-1,-1,,-5,1.8,,-0.05,-1,1.76,,-5,-20,,,,,,-15,,,,-0.1,30.9,-3,1.3,-0.02,-0.05,-0.5,-0.5,-0.2,,,,-0.5,,-1,34.8,,1,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10815,JLO13-12-21,surface,na,GF2014-02,P2014-01-03,,,,,49.65331387,-120.5756344,,H,92H.068,,,,,,,,,,,,,,3540,1.56,1,7.1,-20,17.5,0.2,0.29,1.4,1.61,5.3,46,35.3,-0.02,5870.03,2.95,5.1,0.3,0.14,1017,0.04,-0.01,2.3,1.4,1.21,825,1.69,0.055,0.05,31.2,0.092,1.23,-10,3,-0.1,-1,0.19,0.11,6.1,0.8,0.3,164.7,-0.05,2.03,0.4,1380,-0.02,0.2,65,0.1,4.57,35.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,2.7,5,,-50,,-0.5,8,36,46,67,-1,,,,1.3,6.74,,2,-1,,-5,15.5,,0.06,-1,2.06,,20,-20,,,,,,-15,,,,1.6,28.1,-3,4.3,-0.02,-0.05,-0.5,-0.5,1.8,,,,-0.5,,-1,39.6,,2.1,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10816,JLO13-10-16-2,surface,na,GF2014-02,P2014-01-03,,,,,49.55400915,-120.531481,,H,92H.058,,,,,,,,,,,,,,15310,1.38,29,7.1,-20,19.7,0.4,1.35,5.34,16.36,6.5,33.5,84.7,0.56,10000.99,16.88,5.2,0.6,0.17,55,0.15,0.04,3.1,5.4,0.45,978,11.23,-0.001,0.06,109.1,0.078,33.32,-10,5,1.4,6,0.06,1.91,4.9,14.1,0.6,35.3,-0.05,1.46,0.3,570,-0.02,0.4,89,0.5,3.37,2291.6,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,72.6,5,,-50,,-0.5,13,17,29,234,-1,,,,0.7,19.3,,-1,-1,,-5,10.3,,-0.05,12,0.03,,6,-20,,,,,,-15,,,,19.7,11.7,-3,1.8,-0.02,-0.05,-0.5,-0.5,1.1,,,,2.4,,-1,45,,0.8,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10817,JLO13-23-8,surface,Log prospect,GF2014-02,P2014-01-03,,,,,49.77523077,-120.543884,,H,92H.078,,,,,,,,,,,,,,19074,1.64,-0.1,975.2,-20,267.2,0.3,0.68,2,1.14,20.3,27.1,26.6,0.19,10000.99,6.61,8,0.1,0.09,312,-0.02,0.2,9.8,11.7,1.19,1183,0.33,0.036,0.09,9.3,0.396,60.95,58,35,6.7,-1,0.2,-0.02,5.1,19.1,0.3,69,-0.05,0.72,1.2,1650,-0.02,0.3,380,0.2,12.14,141.3,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,7.3,1050,,2250,,-0.5,9,30,30,41,-1,,,,1.2,7.45,,2,-1,,-5,14.6,,0.06,-1,0.99,,15,-20,,,,,,120,,,,0.6,24.6,-3,4.9,-0.02,-0.05,-0.5,-0.5,2,,,,-0.5,,-1,39.2,,2,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10818,JLO13-23-9,surface,Log prospect,GF2014-02,P2014-01-03,,,,,49.77551196,-120.5448421,,H,92H.078,,,,,,,,,,,,,,148,2.49,5,59.9,-20,92.2,0.4,0.1,2.87,0.12,7.5,16,11.3,0.17,2140.69,4.22,8.6,0.1,0.1,38,0.03,0.14,3.7,17.9,1.1,747,0.97,0.036,0.02,1.3,0.217,4.72,323,22,3.5,-1,0.13,0.04,4.7,1.7,0.3,58.9,-0.05,0.12,0.6,1330,-0.02,0.1,236,0.2,5.42,71.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,9.7,214,,1420,,-0.5,5,18,18,20,-1,,,,0.9,4.75,,2,-1,,-5,11.1,,-0.05,-1,1.64,,11,-20,,,,,,-15,,,,0.8,10.8,-3,3.3,-0.02,-0.05,-0.5,-0.5,1.8,,,,-0.5,,-1,38,,1.5,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10819,JLO13-26-6,surface,RATS prospect,GF2014-02,P2014-01-03,,,,,49.56137131,-120.4568974,,H,92H.058,,,,,,,,,,,,,,729,1.84,16.1,6.9,-20,52.1,0.5,0.7,1.95,5.96,15.6,26.4,141.2,1.48,983.46,4.3,8.7,0.5,0.16,21,0.11,0.71,8.5,15.6,2.2,1767,1.25,0.038,0.04,64.8,0.238,19.4,-10,-2,32.4,-1,-0.02,0.8,3.9,0.4,1,87.6,-0.05,0.13,1.8,1520,0.27,0.5,151,0.9,6.24,582.5,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,26.3,-2,,820,,-0.5,-1,35,30,194,-1,,,,1,6.26,,2,-1,,-5,19.8,,-0.05,-1,1.23,,16,-20,,,,,,309,,,,4.1,16.3,-3,4.2,-0.02,-0.05,-0.5,-0.5,3.2,,,,1.6,,-1,32.6,,1.5,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10820,JLO13-26-6-2,surface,RATS prospect,GF2014-02,P2014-01-03,,,,,49.56193815,-120.4573105,,H,92H.058,,,,,,,,,,,,,,17278,1.69,2.7,41.1,-20,6,0.5,16.42,0.47,663.19,8.4,38.8,87.1,0.19,10000.99,18.13,6.3,0.2,0.12,-5,19.5,0.02,4.6,8.6,1.32,1539,28.86,0.029,0.04,59.5,0.126,36.15,-10,3,0.5,15,0.04,1.69,3.4,14.6,0.9,18.7,-0.05,3.36,1,590,-0.02,5.6,101,2,4.81,10000.99,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,6.9,23,,-50,,-0.5,-1,12,32,77,-1,,,,0.5,15.1,,-1,-1,,-5,8.5,,-0.05,20,2.1,,11,-20,,,,,,-15,,,,4.8,6.4,8,1.7,-0.02,-0.05,-0.5,-0.5,1.1,,,,3.7,,-1,38,,0.6,49400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10821,JLO13-26-8,surface,RATS prospect,GF2014-02,P2014-01-03,,,,,49.5603843,-120.455787,,H,92H.058,,,,,,,,,,,,,,11134,2.29,6.9,6.4,-20,41.5,0.9,4.37,1.66,1.44,21.3,44.5,152.6,4.45,7591.77,4.92,10.1,0.4,0.31,148,0.1,1.02,12,46.8,2.94,1798,123.21,0.015,0.04,70.7,0.224,25.81,11,-2,59.1,9,0.31,1.05,9.3,4.2,1.6,93,-0.05,1.57,1.8,1800,0.62,1.9,215,1.5,8.69,135.6,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,14.6,-2,,1360,,-0.5,4,42,43,197,5,,,,1.2,6.5,,2,-1,,-5,22.4,,0.07,91,0.71,,13,-20,,,,,,272,,,,7.1,16.7,-3,4.5,-0.02,-0.05,-0.5,-0.5,3.1,,,,3,,-1,30.1,,1.6,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10822,JLO13-26-9,surface,RATS prospect,GF2014-02,P2014-01-03,,,,,49.55821382,-120.4519999,,H,92H.058,,,,,,,,,,,,,,5599,1.78,8.5,30.7,-20,27.5,0.4,0.6,0.75,0.56,18.9,33.1,16.6,0.49,6370.6,4.82,9.6,0.2,0.16,71,0.12,0.13,9.4,21.1,1.94,1061,19.7,0.056,0.04,4.6,0.172,38.59,17,5,6.3,3,-0.02,0.5,7.4,1,0.5,49.7,-0.05,0.24,1.3,1610,0.03,0.6,169,0.7,11.09,274.4,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,17.3,12,,1000,,-0.5,-1,31,32,30,-1,,,,1.1,6.67,,2,-1,,-5,15.6,,0.1,14,2.67,,13,-20,,,,,,332,,,,3.1,12.1,-3,4.1,-0.02,-0.05,-0.5,-0.5,2,,,,-0.5,,-1,34.9,,2,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
